column,missing_count,missing_pct,leading_nan_run_h,trailing_nan_run_h,internal_nan_count,max_internal_gap_h,first_missing_ts,last_missing_ts,refined_missing_count,inherited_vs_introduced,likely_cause
afrr_capacity_awarded_mw_pos_lag_3h,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
afrr_capacity_offered_mw_neg_lag_3h,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
afrr_capacity_offered_mw_pos_lag_3h,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
afrr_da_price_spread_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
da_price_pit_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Unexpected for DA price; check ingestion alignment
grid_stress_index_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
is_activated_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
load_actual_entsoe_diff1,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,PiT lag layer or source latency (head NaNs expected)
load_actual_entsoe_std_168h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Rolling/statistical warmup window introduces head NaNs
load_actual_entsoe_std_24h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Rolling/statistical warmup window introduces head NaNs
mfrr_active_lag_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
nrv_quantile_5_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
nrv_zscore_24h_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Rolling/statistical warmup window introduces head NaNs
solar_error_da_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
solar_forecast_update_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
system_stress_signal_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
target_afrr_activation_price_vwap_neg_h1,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
target_afrr_activation_price_vwap_pos_h1,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
target_afrr_capacity_price_neg_h1,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
target_afrr_capacity_price_pos_h1,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
target_afrr_rate_h1,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
target_da_price_h1,1,0.0021734877958660263,0,1,0,0,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,,,Tail-only truncation (future-shift target/horizon feature)
wind_forecast_update_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
wind_onshore_error_da_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
wind_onshore_forecast_update_lag_3h,1,0.0021734877958660263,1,0,0,0,2020-11-30 01:00:00+00:00,2020-11-30 01:00:00+00:00,,,Head-only warmup (lag/rolling initialization)
