date,model,quantile,model_daily_profit_eur,benchmark_daily_profit_eur,realized_model_profit_eur,benchmark_profit_eur,daily_regret_eur,DA_profit_eur,ID_profit_eur,BCM_profit_eur,BEM_profit_eur,penalties_eur,tail_event_flag,activation_surprise_flag,infeasibility_flag,cumulative_model_profit_eur,cumulative_benchmark_profit_eur,cumulative_regret_eur
2025-07-12,RLQR,p10,1514.9478652965483,0.0,1514.9478652965483,0.0,-1514.9478652965483,0.0,0.0,1559.558030415619,0.0,0.0,False,False,True,61679.43340192746,0.0,-61679.43340192746
2025-07-13,RLQR,p10,-43.49770733366,0.0,-43.49770733366,0.0,43.49770733366,0.0,0.0,2.032579264641067,0.0,0.0,False,False,True,61635.9356945938,0.0,-61635.9356945938
2025-07-14,RLQR,p10,16.407964077538328,0.0,16.407964077538328,0.0,-16.407964077538328,0.0,0.0,84.59893926983362,0.0,0.0,False,False,True,61652.343658671336,0.0,-61652.343658671336
2025-07-15,RLQR,p10,108.96784435755018,0.0,108.96784435755018,0.0,-108.96784435755018,0.0,0.0,111.76683438164046,68.95747145539454,0.0,False,False,True,61761.31150302888,0.0,-61761.31150302888
2025-07-16,RLQR,p10,1283.8009100060551,0.0,1283.8009100060551,0.0,-1283.8009100060551,0.0,0.0,965.6383311259732,394.567207993563,0.0,False,False,True,63045.112413034934,0.0,-63045.112413034934
2025-07-17,RLQR,p10,-165.01277701193072,0.0,-165.01277701193072,0.0,165.01277701193072,43.81200000000001,0.0,20.1876091624204,0.0,0.0,False,False,True,62880.099636023006,0.0,-62880.099636023006
2025-07-18,RLQR,p10,-835.9146114798623,0.0,-835.9146114798623,0.0,835.9146114798623,-474.65100000000007,0.0,0.0,35.99441681057496,0.0,False,False,False,62044.18502454314,0.0,-62044.18502454314
2025-07-19,RLQR,p10,3263.014452032954,0.0,3263.014452032954,0.0,-3263.014452032954,-124.516,0.0,1245.0125746395356,2259.870408247161,0.0,False,False,False,65307.1994765761,0.0,-65307.1994765761
2025-07-20,RLQR,p10,2684.7229326773986,0.0,2684.7229326773986,0.0,-2684.7229326773986,510.193,0.0,0.0,2325.7023217311457,0.0,False,False,False,67991.9224092535,0.0,-67991.9224092535
2025-07-21,RLQR,p10,278.90931892927733,0.0,278.90931892927733,0.0,-278.90931892927733,123.25,0.0,253.37755773569987,1.1607197204058175,0.0,False,False,False,68270.83172818278,0.0,-68270.83172818278
2025-07-22,RLQR,p10,241.4837363658756,0.0,241.4837363658756,0.0,-241.4837363658756,198.2609999999999,0.0,0.206378223032903,235.57173798200083,0.0,False,False,True,68512.31546454865,0.0,-68512.31546454865
2025-07-23,RLQR,p10,137.5430190966731,0.0,137.5430190966731,0.0,-137.5430190966731,328.472,0.0,0.0,243.0218129115927,0.0,False,False,True,68649.85848364532,0.0,-68649.85848364532
2025-07-24,RLQR,p10,1414.0281281930756,0.0,1414.0281281930756,0.0,-1414.0281281930756,0.0,0.0,1519.6541142214032,0.8171234492908476,0.0,False,False,False,70063.8866118384,0.0,-70063.8866118384
2025-07-25,RLQR,p10,-799.0993898973635,0.0,-799.0993898973635,0.0,799.0993898973635,-462.6772725175101,0.0,0.0,36.125627688682705,0.0,False,False,True,69264.78722194103,0.0,-69264.78722194103
2025-07-26,RLQR,p10,-449.4674863756327,0.0,-449.4674863756327,0.0,449.4674863756327,-211.58399999999995,0.0,12.867596599323708,214.06676524156424,0.0,False,False,True,68815.3197355654,0.0,-68815.3197355654
2025-07-27,RLQR,p10,352.39132168628987,0.0,352.39132168628987,0.0,-352.39132168628987,0.0,0.0,294.4395634186394,129.10962967777047,0.0,False,False,False,69167.71105725168,0.0,-69167.71105725168
2025-07-28,RLQR,p10,745.1124362715691,0.0,745.1124362715691,0.0,-745.1124362715691,-155.80799999999996,0.0,764.1773096053121,370.86650473501214,0.0,False,False,False,69912.82349352325,0.0,-69912.82349352325
2025-07-29,RLQR,p10,14.830360420301812,0.0,14.830360420301812,0.0,-14.830360420301812,158.10599999999994,0.0,17.91795445186559,35.59013743491366,0.0,False,False,False,69927.65385394354,0.0,-69927.65385394354
2025-07-30,RLQR,p10,1038.184074625259,0.0,1038.184074625259,0.0,-1038.184074625259,0.0,0.0,831.5582319186199,278.59859755918774,0.0,False,False,False,70965.8379285688,0.0,-70965.8379285688
2025-07-31,RLQR,p10,615.843495590377,0.0,615.843495590377,0.0,-615.843495590377,0.0,-639.4260311211989,803.6785064495327,619.0648897405697,0.0,False,False,False,71581.68142415918,0.0,-71581.68142415918
2025-05-31,RLQR,p30,-1.5426000000000002,0.0,-1.5426000000000002,0.0,1.5426000000000002,0.0,0.0,0.0,0.0,0.0,False,False,False,-1.5426000000000002,0.0,1.5426000000000002
2025-06-01,RLQR,p30,2640.910596764875,0.0,2640.910596764875,0.0,-2640.910596764875,0.0,0.0,23.142666557312012,2679.6115811282216,0.0,False,False,False,2639.367996764875,0.0,-2639.367996764875
2025-06-02,RLQR,p30,6496.521560927345,0.0,6496.521560927345,0.0,-6496.521560927345,662.074,0.0,4284.216825930369,1831.087194592483,0.0,False,False,False,9135.889557692219,0.0,-9135.889557692219
2025-06-03,RLQR,p30,-262.70670040382527,0.0,-262.70670040382527,0.0,262.70670040382527,-553.497,0.0,0.0,653.1634412984465,0.0,False,False,True,8873.182857288393,0.0,-8873.182857288393
2025-06-04,RLQR,p30,744.2642745814301,0.0,744.2642745814301,0.0,-744.2642745814301,563.2760000000001,0.0,0.0,576.7025643373308,0.0,False,False,False,9617.447131869823,0.0,-9617.447131869823
2025-06-05,RLQR,p30,274.77915339874664,0.0,274.77915339874664,0.0,-274.77915339874664,0.0,0.0,0.0,329.056024846292,0.0,False,False,False,9892.22628526857,0.0,-9892.22628526857
2025-06-06,RLQR,p30,648.2297822437505,0.0,648.2297822437505,0.0,-648.2297822437505,392.9649999999999,0.0,0.0,454.4903372966534,0.0,False,False,True,10540.456067512321,0.0,-10540.456067512321
2025-06-07,RLQR,p30,561.300743113685,0.0,561.300743113685,0.0,-561.300743113685,-108.95420598303348,0.0,941.1325104995744,63.72255587268355,0.0,False,False,True,11101.756810626006,0.0,-11101.756810626006
2025-06-08,RLQR,p30,-370.3104953822699,0.0,-370.3104953822699,0.0,370.3104953822699,126.62099999999998,0.0,0.0,53.65227901199751,0.0,False,False,True,10731.446315243737,0.0,-10731.446315243737
2025-06-09,RLQR,p30,-124.63196814628726,0.0,-124.63196814628726,0.0,124.63196814628726,177.404,0.0,0.0,11.19895985451177,0.0,False,False,True,10606.81434709745,0.0,-10606.81434709745
2025-06-10,RLQR,p30,1328.946959721196,0.0,1328.946959721196,0.0,-1328.946959721196,0.0,0.0,1120.516232342815,260.05667328293794,0.0,False,False,False,11935.761306818646,0.0,-11935.761306818646
2025-06-11,RLQR,p30,2505.332630944241,0.0,2505.332630944241,0.0,-2505.332630944241,-226.98199999999983,0.0,2144.085630850569,894.8703642377774,0.0,False,False,True,14441.093937762886,0.0,-14441.093937762886
2025-06-12,RLQR,p30,2859.508794304934,0.0,2859.508794304934,0.0,-2859.508794304934,694.6730000000001,0.0,0.762714460489179,2500.6262598928256,0.0,False,False,True,17300.60273206782,0.0,-17300.60273206782
2025-06-13,RLQR,p30,2601.453044191134,0.0,2601.453044191134,0.0,-2601.453044191134,0.0,0.0,1265.2537956732551,1394.7094215535112,0.0,False,False,False,19902.055776258952,0.0,-19902.055776258952
2025-06-14,RLQR,p30,2043.982075195264,0.0,2043.982075195264,0.0,-2043.982075195264,192.49410066564627,0.0,1786.7376550878548,137.55526676032196,0.0,False,False,True,21946.037851454217,0.0,-21946.037851454217
2025-06-15,RLQR,p30,1700.3727426719854,0.0,1700.3727426719854,0.0,-1700.3727426719854,605.7626431964679,0.0,1220.508002229111,104.7427559527758,0.0,False,False,True,23646.410594126202,0.0,-23646.410594126202
2025-06-16,RLQR,p30,52.544378162844,0.0,52.544378162844,0.0,-52.544378162844,39.790299509612794,0.0,30.360208244401125,113.81788088508712,0.0,False,False,True,23698.954972289048,0.0,-23698.954972289048
2025-06-17,RLQR,p30,322.1757079960155,0.0,322.1757079960155,0.0,-322.1757079960155,31.283000000000005,0.0,0.0,686.9251021335259,0.0,False,False,False,24021.130680285063,0.0,-24021.130680285063
2025-06-18,RLQR,p30,2297.937490471691,0.0,2297.937490471691,0.0,-2297.937490471691,0.0,0.0,51.55800609816228,2339.464561686806,0.0,False,False,False,26319.068170756753,0.0,-26319.068170756753
2025-06-19,RLQR,p30,5461.5181751456585,0.0,5461.5181751456585,0.0,-5461.5181751456585,-268.29599999999994,0.0,2838.139814236025,3078.863856971579,0.0,False,False,False,31780.58634590241,0.0,-31780.58634590241
2025-06-20,RLQR,p30,3222.282127418024,0.0,3222.282127418024,0.0,-3222.282127418024,885.3370000000002,0.0,2134.7865034013316,635.1116515490281,0.0,False,False,True,35002.868473320435,0.0,-35002.868473320435
2025-06-21,RLQR,p30,-316.45225219236784,0.0,-316.45225219236784,0.0,316.45225219236784,-388.1265206150955,0.0,0.0,380.6138630227288,0.0,False,False,True,34686.41622112807,0.0,-34686.41622112807
2025-06-22,RLQR,p30,1596.961461696562,0.0,1596.961461696562,0.0,-1596.961461696562,1589.716534986051,0.0,0.0,374.3992711326045,0.0,False,False,True,36283.377682824634,0.0,-36283.377682824634
2025-06-23,RLQR,p30,-912.8028272470676,0.0,-912.8028272470676,0.0,912.8028272470676,-672.115,0.0,65.90701265335082,42.82015050309918,0.0,False,False,True,35370.574855577564,0.0,-35370.574855577564
2025-06-24,RLQR,p30,3302.6913030396486,0.0,3302.6913030396486,0.0,-3302.6913030396486,-196.04,0.0,3200.760518187019,368.8449937632044,0.0,False,False,False,38673.26615861721,0.0,-38673.26615861721
2025-06-25,RLQR,p30,3250.9980561692178,0.0,3250.9980561692178,0.0,-3250.9980561692178,583.178,0.0,1315.8701642424176,1600.1489069461377,0.0,False,False,False,41924.26421478643,0.0,-41924.26421478643
2025-06-26,RLQR,p30,220.5106355251353,0.0,220.5106355251353,0.0,-220.5106355251353,-141.894,0.0,0.0,441.6074751790642,0.0,False,False,True,42144.774850311565,0.0,-42144.774850311565
2025-06-27,RLQR,p30,1408.04385652811,0.0,1408.04385652811,0.0,-1408.04385652811,714.1835361698783,0.0,1154.873153384946,0.0,0.589548443632231,False,False,True,43552.81870683967,0.0,-43552.81870683967
2025-06-28,RLQR,p30,1232.3645181163365,0.0,1232.3645181163365,0.0,-1232.3645181163365,0.0,0.0,4.451072891235351,1279.374677093674,0.0,False,False,False,44785.18322495601,0.0,-44785.18322495601
2025-06-29,RLQR,p30,6660.909837766752,0.0,6660.909837766752,0.0,-6660.909837766752,0.0,0.0,3089.128000727912,3659.940276014996,0.0,False,False,False,51446.093062722764,0.0,-51446.093062722764
