target,raw_column,canonical_column,raw_min,raw_max,canonical_min,canonical_max,canonical_negative_count,raw_positive_count,lag_columns_detected,lag_min,lag_max,target_value_mode
target_afrr_activation_price_vwap_neg,afrr_activation_price_vwap_neg_raw,afrr_activation_price_vwap_neg,,,,,0,0,afrr_activation_price_vwap_neg_lag_12h|afrr_activation_price_vwap_neg_lag_168h|afrr_activation_price_vwap_neg_lag_1h|afrr_activation_price_vwap_neg_lag_24h|afrr_activation_price_vwap_neg_lag_2h|afrr_activation_price_vwap_neg_lag_3h|afrr_activation_price_vwap_neg_lag_48h|afrr_activation_price_vwap_neg_lag_6h,-79.56699562469616,32140.322651960785,canonical_economic
