source,role,missing_candidates,required
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p90/multi/p90_p90/backtest_hourly.parquet,planned_activation_mwh_sum,,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p90/multi/p90_p90/backtest_hourly.parquet,realized_activation_mwh_sum,,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p10/multi/p10_p10/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p10/multi/p10_p10/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p30/multi/p30_p30/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p30/multi/p30_p30/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p50/multi/p50_p50/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p50/multi/p50_p50/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p70/multi/p70_p70/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p70/multi/p70_p70/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p90/multi/p90_p90/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p90/multi/p90_p90/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p10/multi/p10_p10/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p10/multi/p10_p10/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p30/multi/p30_p30/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p30/multi/p30_p30/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p50/multi/p50_p50/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p50/multi/p50_p50/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p70/multi/p70_p70/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p70/multi/p70_p70/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p90/multi/p90_p90/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p90/multi/p90_p90/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p10/multi/p10_p10/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p10/multi/p10_p10/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p30/multi/p30_p30/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p30/multi/p30_p30/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p50/multi/p50_p50/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p50/multi/p50_p50/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p70/multi/p70_p70/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p70/multi/p70_p70/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p90/multi/p90_p90/backtest_hourly.parquet,tail:DA price high tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p90/multi/p90_p90/backtest_hourly.parquet,tail:DA price low tail,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p10/multi/p10_p10,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p10/multi/p10_p10,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p30/multi/p30_p30,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p30/multi/p30_p30,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p50/multi/p50_p50,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p50/multi/p50_p50,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p70/multi/p70_p70,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p70/multi/p70_p70,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p90/multi/p90_p90,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/linear_p90/multi/p90_p90,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p10/multi/p10_p10,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p10/multi/p10_p10,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p30/multi/p30_p30,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p30/multi/p30_p30,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p50/multi/p50_p50,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p50/multi/p50_p50,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p70/multi/p70_p70,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p70/multi/p70_p70,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p90/multi/p90_p90,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/tft_p90/multi/p90_p90,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p10/multi/p10_p10,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p10/multi/p10_p10,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p30/multi/p30_p30,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p30/multi/p30_p30,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p50/multi/p50_p50,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p50/multi/p50_p50,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p70/multi/p70_p70,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p70/multi/p70_p70,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p90/multi/p90_p90,top_events:model_profit,model_profit_eur; net_revenue_eur; hourly_model_profit_eur,False
artifacts/simulation_runs/thesis_final_multi_2m_20260620T091938Z/xgb_p90/multi/p90_p90,top_events:benchmark_profit,benchmark_profit_eur; rhpf_profit_eur; oracle_profit_eur,False
